"Experimento Condutividade Térmica","","","","","","","","","","","","","","","","","","","","","","",""
"Teflon","","","","","","Argamassa de Rejunte (de Revestimento)","","","","","","Fibra de Vidro","","","","","","Resina stycast 10% AlN","","","","",""
"1.5A","","2A","","2.5A","","1.5A","","2A","","2.5A","","1.5A","","2A","","2.5A","","1.0 A","","1.5 A","","2.0 A",""
"Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)"
"0.29","20.75","0.29","22","0.29","23.5","0.29","21.75","0.29","24.5","0.29","26","0.29","20.75","0.29","26","0.29","28","14","22.17","14","26.48","14","26.8"
"0.3","20.75","0.3","22","0.3","23.5","0.3","22","0.3","24.5","0.3","26","0.3","20.5","0.3","26","0.3","28","14.5","22.17","14.5","26.5","14.5","26.84"
"0.31","20.75","0.31","22","0.31","23.5","0.31","22","0.31","24.5","0.31","26.25","0.31","20.5","0.31","26","0.31","28","15","22.2","15","26.55","15","26.81"
"0.32","20.75","0.32","22","0.32","23.5","0.32","21.75","0.32","24.75","0.32","26.25","0.32","20.5","0.32","26","0.32","28","15.5","22.15","15.5","26.52","15.5","26.87"
"0.33","20.75","0.33","22","0.33","23.5","0.33","21.75","0.33","24.75","0.33","26.25","0.33","20.75","0.33","26","0.33","28","16","22.16","16","26.57","16","26.89"
"0.34","20.75","0.34","22","0.34","23.5","0.34","21.75","0.34","24.75","0.34","26.25","0.34","20.5","0.34","26","0.34","28","16.5","22.24","16.5","26.59","16.5","26.89"
"0.35","20.75","0.35","22","0.35","23.5","0.35","22","0.35","24.75","0.35","26.5","0.35","20.75","0.35","26","0.35","28","17","22.24","17","26.56","17","26.89"
"0.36","20.75","0.36","22","0.36","23.5","0.36","22","0.36","24.75","0.36","26.5","0.36","20.75","0.36","26","0.36","28","17.5","22.16","17.5","26.61","17.5","26.98"
"0.37","20.75","0.37","22","0.37","23.5","0.37","22","0.37","24.75","0.37","26.5","0.37","20.75","0.37","26","0.37","27.75","18","22.2","18","26.68","18","27.02"
"0.38","20.75","0.38","22","0.38","23.5","0.38","22","0.38","24.75","0.38","26.5","0.38","20.75","0.38","26","0.38","27.75","18.5","22.32","18.5","26.62","18.5","27.04"
"0.4","20.75","0.4","22","0.4","23.5","0.4","22","0.4","24.75","0.4","26.5","0.4","20.75","0.4","26","0.4","28","19","22.23","19","26.72","19","27.01"
"0.41","20.75","0.41","22","0.41","23.75","0.41","22","0.41","25","0.41","26.5","0.41","20.5","0.41","26","0.41","28","19.5","22.23","19.5","26.65","19.5","27.08"
"0.42","20.75","0.42","22","0.42","23.75","0.42","22","0.42","24.75","0.42","26.75","0.42","20.75","0.42","26","0.42","28","20","22.27","20","26.7","20","27.1"
"0.43","20.75","0.43","22","0.43","23.75","0.43","22","0.43","25","0.43","26.75","0.43","20.75","0.43","26","0.43","28","20.5","22.26","20.5","26.7","20.5","27.09"
"0.44","20.75","0.44","22","0.44","23.75","0.44","22","0.44","25","0.44","27","0.44","20.75","0.44","26","0.44","28","21","22.26","21","26.74","21","27.23"
"0.45","20.75","0.45","22","0.45","23.75","0.45","22","0.45","25","0.45","27","0.45","20.75","0.45","26","0.45","28","21.5","22.37","21.5","26.74","21.5","27.21"
"0.46","20.75","0.46","22","0.46","23.5","0.46","22","0.46","25","0.46","27","0.46","20.75","0.46","26","0.46","28","22","22.28","22","26.7","22","27.2"
"0.47","20.75","0.47","22","0.47","23.5","0.47","22.25","0.47","25","0.47","27","0.47","20.5","0.47","26","0.47","28","22.5","22.26","22.5","26.8","22.5","27.2"
"0.48","20.75","0.48","22","0.48","23.5","0.48","22.25","0.48","25","0.48","27.25","0.48","20.75","0.48","26","0.48","27.75","23","22.29","23","26.67","23","27.23"
"0.49","20.75","0.49","22","0.49","23.5","0.49","22.25","0.49","25","0.49","27.25","0.49","20.75","0.49","26","0.49","28","23.5","22.33","23.5","26.8","23.5","27.39"
"0.5","20.75","0.5","22","0.5","23.75","0.5","22.25","0.5","25","0.5","27.25","0.5","20.75","0.5","26","0.5","28","24","22.38","24","26.83","24","27.41"
"0.51","20.75","0.51","22","0.51","23.75","0.51","22.25","0.51","25.25","0.51","27.25","0.51","20.75","0.51","26","0.51","27.75","24.5","22.37","24.5","26.77","24.5","27.37"
"0.52","20.75","0.52","22","0.52","23.5","0.52","22.25","0.52","25.25","0.52","27.5","0.52","20.75","0.52","26.25","0.52","27.75","25","22.45","25","26.83","25","27.34"
"0.53","20.75","0.53","22","0.53","23.75","0.53","22.25","0.53","25.25","0.53","27.25","0.53","20.75","0.53","26","0.53","28","25.5","22.4","25.5","26.93","25.5","27.49"
"0.54","20.75","0.54","22","0.54","23.5","0.54","22.25","0.54","25.25","0.54","27.5","0.54","20.75","0.54","26.25","0.54","28","26","22.41","26","26.91","26","27.5"
"0.55","20.75","0.55","22","0.55","23.75","0.55","22.5","0.55","25.25","0.55","27.5","0.55","20.75","0.55","26","0.55","28","26.5","22.47","26.5","26.87","26.5","27.53"
"0.57","20.75","0.57","22","0.57","23.75","0.57","22.25","0.57","25.25","0.57","27.5","0.57","20.75","0.57","26.25","0.57","28","27","22.44","27","26.9","27","27.5"
"0.58","20.75","0.58","22","0.58","23.75","0.58","22.5","0.58","25.25","0.58","27.75","0.58","20.75","0.58","26.25","0.58","28","27.5","22.46","27.5","26.98","27.5","27.54"
"0.59","20.75","0.59","22","0.59","23.75","0.59","22.5","0.59","25.5","0.59","27.75","0.59","20.75","0.59","26.25","0.59","28","28","22.44","28","26.94","28","27.6"
"0.6","20.75","0.6","22","0.6","23.75","0.6","22.5","0.6","25.5","0.6","27.75","0.6","20.75","0.6","26.25","0.6","28","28.5","22.51","28.5","26.98","28.5","27.58"
"0.61","20.75","0.61","22","0.61","23.5","0.61","22.5","0.61","25.5","0.61","27.75","0.61","20.75","0.61","26.25","0.61","28","29","22.46","29","26.98","29","27.67"
"0.62","20.75","0.62","22","0.62","23.5","0.62","22.5","0.62","25.5","0.62","28","0.62","20.75","0.62","26.25","0.62","28.25","29.5","22.48","29.5","27.03","29.5","27.7"
"0.63","20.75","0.63","22","0.63","23.5","0.63","22.5","0.63","25.5","0.63","28","0.63","20.75","0.63","26.25","0.63","28","30","22.46","30","27","30","27.7"
"0.64","20.75","0.64","22","0.64","23.5","0.64","22.5","0.64","25.5","0.64","28","0.64","20.75","0.64","26.25","0.64","28","30.5","22.51","30.5","27.06","30.5","27.77"
"0.65","20.75","0.65","22","0.65","23.5","0.65","22.75","0.65","25.75","0.65","28.25","0.65","20.75","0.65","26.25","0.65","28","31","22.55","31","27.12","31","27.77"
"0.66","20.75","0.66","22","0.66","23.75","0.66","22.5","0.66","25.75","0.66","28.25","0.66","20.75","0.66","26.25","0.66","28","31.5","22.55","31.5","27.01","31.5","27.77"
"0.67","20.75","0.67","22","0.67","23.75","0.67","22.75","0.67","25.75","0.67","28.25","0.67","20.75","0.67","26.25","0.67","27.75","32","22.53","32","27.06","32","27.91"
"0.68","20.75","0.68","22","0.68","23.75","0.68","22.75","0.68","25.75","0.68","28.25","0.68","20.75","0.68","26.25","0.68","28","32.5","22.53","32.5","27.12","32.5","27.89"
"0.69","20.75","0.69","22","0.69","23.75","0.69","22.75","0.69","25.75","0.69","28.5","0.69","20.75","0.69","26.25","0.69","28","33","22.58","33","27.17","33","27.97"
"0.7","20.75","0.7","22","0.7","23.75","0.7","22.75","0.7","25.75","0.7","28.5","0.7","20.75","0.7","26.25","0.7","28","33.5","22.62","33.5","27.17","33.5","27.91"
"0.71","20.75","0.71","22","0.71","23.75","0.71","22.75","0.71","25.75","0.71","28.5","0.71","20.75","0.71","26.25","0.71","28","34","22.57","34","27.2","34","28.02"
"0.73","20.75","0.73","22","0.73","23.75","0.73","22.75","0.73","25.75","0.73","28.5","0.73","20.75","0.73","26.25","0.73","28","34.5","22.6","34.5","27.17","34.5","27.98"
"0.74","20.75","0.74","22","0.74","23.75","0.74","22.75","0.74","26","0.74","28.5","0.74","20.75","0.74","26.25","0.74","28","35","22.63","35","27.25","35","28.12"
"0.75","20.75","0.75","22","0.75","23.75","0.75","22.75","0.75","26","0.75","28.75","0.75","20.75","0.75","26.25","0.75","28","35.5","22.58","35.5","27.17","35.5","28.13"
"0.76","20.75","0.76","22","0.76","23.75","0.76","22.75","0.76","26","0.76","28.5","0.76","21","0.76","26.25","0.76","28","36","22.59","36","27.2","36","28.12"
"0.77","20.75","0.77","22","0.77","23.75","0.77","23","0.77","26","0.77","28.75","0.77","20.75","0.77","26.25","0.77","28","36.5","22.66","36.5","27.19","36.5","28.23"
"0.78","20.75","0.78","22","0.78","23.75","0.78","22.75","0.78","26","0.78","29","0.78","20.75","0.78","26.5","0.78","28","37","22.66","37","27.28","37","28.23"
"0.79","20.75","0.79","22","0.79","23.75","0.79","23","0.79","26","0.79","29","0.79","21","0.79","26.5","0.79","28.25","37.5","22.69","37.5","27.31","37.5","28.27"
"0.8","20.75","0.8","22","0.8","23.75","0.8","23","0.8","26","0.8","29.25","0.8","20.75","0.8","26.5","0.8","28.25","38","22.71","38","27.34","38","28.25"
"0.81","20.75","0.81","22","0.81","23.75","0.81","23","0.81","26.25","0.81","29.25","0.81","20.75","0.81","26.5","0.81","28.25","38.5","22.68","38.5","27.41","38.5","28.3"
"0.82","20.75","0.82","22.25","0.82","23.75","0.82","23","0.82","26.25","0.82","29.25","0.82","20.75","0.82","26.5","0.82","28.25","39","22.7","39","27.45","39","28.29"
"0.83","20.75","0.83","22","0.83","24","0.83","23","0.83","26.25","0.83","29.25","0.83","21","0.83","26.5","0.83","28.25","39.5","22.66","39.5","27.38","39.5","28.32"
"0.84","20.75","0.84","22.25","0.84","23.75","0.84","23","0.84","26.25","0.84","29.25","0.84","21","0.84","26.5","0.84","28.25","40","22.73","40","27.41","40","28.45"
"0.85","20.75","0.85","22.25","0.85","24","0.85","23","0.85","26.25","0.85","29.25","0.85","21","0.85","26.5","0.85","28.25","40.5","22.75","40.5","27.41","40.5","28.45"
"0.86","20.75","0.86","22.25","0.86","23.75","0.86","23","0.86","26.25","0.86","29.5","0.86","21","0.86","26.5","0.86","28.25","41","22.71","41","27.52","41","28.48"
"0.87","20.75","0.87","22.25","0.87","24","0.87","23.25","0.87","26.25","0.87","29.5","0.87","21","0.87","26.5","0.87","28.25","41.5","22.73","41.5","27.48","41.5","28.49"
"0.88","20.75","0.88","22.25","0.88","24","0.88","23.25","0.88","26.25","0.88","29.5","0.88","21","0.88","26.5","0.88","28.25","42","22.73","42","27.53","42","28.58"
"0.9","21","0.9","22.25","0.9","23.75","0.9","23.25","0.9","26.5","0.9","29.75","0.9","21","0.9","26.5","0.9","28.25","42.5","22.79","42.5","27.5","42.5","28.62"
"0.91","20.75","0.91","22.25","0.91","24","0.91","23.25","0.91","26.5","0.91","29.75","0.91","21","0.91","26.5","0.91","28.25","43","22.77","43","27.53","43","28.55"
"0.92","20.75","0.92","22.25","0.92","24","0.92","23.25","0.92","26.5","0.92","29.75","0.92","21","0.92","26.5","0.92","28.25","43.5","22.77","43.5","27.58","43.5","28.68"
"0.93","21","0.93","22.25","0.93","24","0.93","23.25","0.93","26.5","0.93","29.75","0.93","21","0.93","26.5","0.93","28.5","44","22.84","44","27.59","44","28.65"
"0.94","20.75","0.94","22.25","0.94","24","0.94","23.25","0.94","26.5","0.94","30","0.94","21","0.94","26.5","0.94","28.5","44.5","22.79","44.5","27.59","44.5","28.8"
"0.95","21","0.95","22.25","0.95","24","0.95","23.25","0.95","26.5","0.95","30","0.95","21","0.95","26.5","0.95","28.5","45","22.77","45","27.58","45","28.7"
"0.96","20.75","0.96","22.25","0.96","24","0.96","23.25","0.96","26.5","0.96","30","0.96","21","0.96","26.5","0.96","28.5","45.5","22.82","45.5","27.62","45.5","28.78"
"0.97","21","0.97","22.25","0.97","24","0.97","23.25","0.97","26.5","0.97","30","0.97","21","0.97","26.5","0.97","28.5","46","22.77","46","27.67","46","28.91"
"0.98","20.75","0.98","22.25","0.98","24","0.98","23.25","0.98","26.5","0.98","30","0.98","21","0.98","26.5","0.98","28.5","46.5","22.86","46.5","27.55","46.5","28.89"
"0.99","20.75","0.99","22.25","0.99","24","0.99","23.5","0.99","26.75","0.99","30.25","0.99","21","0.99","26.5","0.99","28.5","47","22.87","47","27.66","47","28.89"
"1","21","1","22.25","1","24","1","23.5","1","26.75","1","30.25","1","21","1","26.75","1","28.5","47.5","22.94","47.5","27.65","47.5","28.97"
"1.01","21","1.01","22.25","1.01","24","1.01","23.5","1.01","26.75","1.01","30.25","1.01","21","1.01","26.75","1.01","28.5","48","22.9","48","27.65","48","28.97"
"1.02","21","1.02","22.25","1.02","24","1.02","23.5","1.02","26.75","1.02","30.5","1.02","21","1.02","26.5","1.02","28.5","48.5","22.82","48.5","27.77","48.5","29.09"
"1.03","20.75","1.03","22.25","1.03","24","1.03","23.5","1.03","26.75","1.03","30.5","1.03","21","1.03","26.75","1.03","28.5","49","22.88","49","27.73","49","29.07"
"1.04","21","1.04","22.5","1.04","24","1.04","23.5","1.04","26.75","1.04","30.5","1.04","21","1.04","26.75","1.04","28.5","49.5","22.92","49.5","27.73","49.5","29.05"
"1.05","20.75","1.05","22.5","1.05","24","1.05","23.5","1.05","26.75","1.05","30.75","1.05","21","1.05","26.75","1.05","28.5","50","22.95","50","27.73","50","29.14"
"1.07","21","1.07","22.25","1.07","24.25","1.07","23.5","1.07","26.75","1.07","30.75","1.07","21","1.07","26.5","1.07","28.5","50.5","22.99","50.5","27.79","50.5","29.05"
"1.08","21","1.08","22.5","1.08","24","1.08","23.5","1.08","27","1.08","30.75","1.08","21","1.08","26.5","1.08","28.5","51","22.92","51","27.79","51","29.28"
"1.09","21","1.09","22.5","1.09","24.25","1.09","23.5","1.09","27","1.09","30.75","1.09","21","1.09","26.75","1.09","28.5","51.5","22.95","51.5","27.8","51.5","29.27"
"1.1","21","1.1","22.5","1.1","24.25","1.1","23.5","1.1","27","1.1","30.75","1.1","21","1.1","26.75","1.1","28.75","52","23.02","52","27.8","52","29.23"
"1.11","20.75","1.11","22.5","1.11","24.25","1.11","23.5","1.11","27","1.11","30.75","1.11","21.25","1.11","26.75","1.11","28.5","52.5","22.96","52.5","27.84","52.5","29.27"
"1.12","21","1.12","22.5","1.12","24.25","1.12","23.75","1.12","27","1.12","30.75","1.12","21","1.12","26.5","1.12","28.5","53","22.99","53","27.9","53","29.27"
"1.13","21","1.13","22.5","1.13","24.25","1.13","23.75","1.13","27.25","1.13","31","1.13","21.25","1.13","26.75","1.13","28.5","53.5","22.99","53.5","27.84","53.5","29.31"
"1.14","21","1.14","22.5","1.14","24.25","1.14","23.75","1.14","27","1.14","31","1.14","21","1.14","26.75","1.14","28.75","54","22.96","54","27.87","54","29.37"
"1.15","21","1.15","22.5","1.15","24.25","1.15","23.75","1.15","27.25","1.15","31","1.15","21","1.15","26.75","1.15","28.5","54.5","23.01","54.5","27.9","54.5","29.45"
"1.16","21","1.16","22.5","1.16","24.25","1.16","23.75","1.16","27.25","1.16","31.25","1.16","21","1.16","26.75","1.16","28.75","55","23.01","55","27.94","55","29.41"
"1.17","21","1.17","22.5","1.17","24.25","1.17","23.75","1.17","27.25","1.17","31","1.17","21","1.17","26.75","1.17","28.75","55.5","22.99","55.5","27.89","55.5","29.47"
"1.18","21","1.18","22.5","1.18","24.25","1.18","23.75","1.18","27.25","1.18","31","1.18","21","1.18","26.75","1.18","28.75","56","23.02","56","27.95","56","29.52"
"1.19","21","1.19","22.5","1.19","24.25","1.19","24","1.19","27.25","1.19","31.25","1.19","21","1.19","26.75","1.19","28.75","56.5","23.05","56.5","27.92","56.5","29.5"
"1.2","21","1.2","22.5","1.2","24.5","1.2","23.75","1.2","27.25","1.2","31.25","1.2","21","1.2","26.75","1.2","28.75","57","22.99","57","27.97","57","29.61"
"1.21","21","1.21","22.5","1.21","24.25","1.21","23.75","1.21","27.25","1.21","31.5","1.21","21.25","1.21","26.75","1.21","28.75","57.5","23.1","57.5","27.97","57.5","29.59"
"1.23","21","1.23","22.5","1.23","24.25","1.23","24","1.23","27.5","1.23","31.5","1.23","21.25","1.23","26.75","1.23","28.75","58","23.12","58","28.07","58","29.7"
"1.24","21","1.24","22.5","1.24","24.5","1.24","23.75","1.24","27.5","1.24","31.25","1.24","21","1.24","26.75","1.24","28.75","58.5","23.09","58.5","28.03","58.5","29.65"
"1.25","21","1.25","22.5","1.25","24.5","1.25","24","1.25","27.5","1.25","31.5","1.25","21.25","1.25","26.75","1.25","28.5","59","23.16","59","28.11","59","29.72"
"1.26","21","1.26","22.5","1.26","24.5","1.26","24","1.26","27.5","1.26","31.75","1.26","21.25","1.26","26.75","1.26","28","59.5","23.12","59.5","28.05","59.5","29.75"
"1.27","21","1.27","22.5","1.27","24.5","1.27","24","1.27","27.5","1.27","31.75","1.27","21.25","1.27","27","1.27","28.5","60","23.14","60","28.16","60","29.88"
"1.28","21","1.28","22.75","1.28","24.5","1.28","24","1.28","27.75","1.28","31.75","1.28","21","1.28","27","1.28","28.5","60.5","23.09","60.5","28.13","60.5","29.86"
"1.29","21","1.29","22.5","1.29","24.5","1.29","24","1.29","27.5","1.29","32","1.29","21.25","1.29","27","1.29","28.5","61","23.12","61","28.13","61","29.86"
"1.3","21","1.3","22.5","1.3","24.5","1.3","24","1.3","27.75","1.3","32","1.3","21.25","1.3","27","1.3","28.75","61.5","23.2","61.5","28.11","61.5","29.81"
"1.31","21","1.31","22.5","1.31","24.5","1.31","24","1.31","27.75","1.31","32","1.31","21.25","1.31","27","1.31","29","62","23.21","62","28.13","62","29.94"
"1.32","21","1.32","22.5","1.32","24.5","1.32","24","1.32","27.75","1.32","32.25","1.32","21.25","1.32","27","1.32","29","62.5","23.12","62.5","28.2","62.5","29.92"
"1.33","21","1.33","22.5","1.33","24.5","1.33","24.25","1.33","27.75","1.33","32","1.33","21.25","1.33","27","1.33","29","63","23.12","63","28.18","63","30.04"
"1.34","21","1.34","22.5","1.34","24.5","1.34","24.25","1.34","27.75","1.34","32.25","1.34","21.25","1.34","27","1.34","29","63.5","23.23","63.5","28.2","63.5","30.02"
"1.35","21","1.35","22.75","1.35","24.5","1.35","24.25","1.35","27.75","1.35","32.25","1.35","21.25","1.35","27","1.35","29","64","23.14","64","28.27","64","30.04"
"1.36","21","1.36","22.75","1.36","24.75","1.36","24.25","1.36","28","1.36","32.25","1.36","21.25","1.36","27","1.36","28.75","64.5","23.2","64.5","28.31","64.5","30.04"
"1.37","21","1.37","22.75","1.37","24.75","1.37","24.25","1.37","28","1.37","32.25","1.37","21.25","1.37","27","1.37","29","65","23.26","65","28.21","65","30.1"
"1.38","21","1.38","22.75","1.38","24.75","1.38","24.25","1.38","28","1.38","32.5","1.38","21.25","1.38","27","1.38","28.75","65.5","23.2","65.5","28.23","65.5","30.15"
"1.4","21","1.4","22.75","1.4","24.75","1.4","24.25","1.4","28","1.4","32.25","1.4","21.25","1.4","27","1.4","29","66","23.23","66","28.34","66","30.17"
"1.41","21","1.41","22.75","1.41","24.75","1.41","24.25","1.41","27.75","1.41","32.5","1.41","21.25","1.41","27","1.41","28.75","66.5","23.26","66.5","28.29","66.5","30.14"
"1.42","21","1.42","22.75","1.42","24.75","1.42","24.25","1.42","28","1.42","32.5","1.42","21.25","1.42","27","1.42","29","67","23.3","67","28.34","67","30.23"
"1.43","21","1.43","22.75","1.43","24.75","1.43","24.25","1.43","28","1.43","32.5","1.43","21.25","1.43","27","1.43","29","67.5","23.2","67.5","28.3","67.5","30.28"
"1.44","21","1.44","22.75","1.44","24.75","1.44","24.25","1.44","28","1.44","32.5","1.44","21.25","1.44","27.25","1.44","29","68","23.27","68","28.31","68","30.3"
"1.45","21","1.45","22.75","1.45","24.75","1.45","24.25","1.45","28","1.45","32.75","1.45","21.25","1.45","27.25","1.45","29","68.5","23.3","68.5","28.32","68.5","30.21"
"1.46","21","1.46","22.75","1.46","24.75","1.46","24.5","1.46","28","1.46","32.75","1.46","21.25","1.46","27.25","1.46","29","69","23.34","69","28.38","69","30.44"
"1.47","21","1.47","22.75","1.47","24.75","1.47","24.5","1.47","28.25","1.47","32.5","1.47","21.25","1.47","27.25","1.47","29","69.5","23.32","69.5","28.38","69.5","30.37"
"1.48","21","1.48","22.75","1.48","24.75","1.48","24.5","1.48","28.25","1.48","32.75","1.48","21.25","1.48","27.25","1.48","28.75","70","23.28","70","28.36","70","30.43"
"1.49","21","1.49","22.75","1.49","25","1.49","24.5","1.49","28.25","1.49","32.75","1.49","21.25","1.49","27.25","1.49","29","70.5","23.27","70.5","28.42","70.5","30.41"
"1.5","21","1.5","22.75","1.5","25","1.5","24.5","1.5","28.25","1.5","33","1.5","21.5","1.5","27.25","1.5","29","71","23.34","71","28.45","71","30.41"
"1.51","21","1.51","22.75","1.51","25","1.51","24.5","1.51","28.25","1.51","33","1.51","21.25","1.51","27.25","1.51","29","71.5","23.37","71.5","28.45","71.5","30.5"
