"Experimento Condutividade Térmica","","","","","","","","","","","","","","","","","","","","","","",""
"Teflon","","","","","","Argamassa de Rejunte (de Revestimento)","","","","","","Fibra de Vidro","","","","","","Resina stycast 10% AlN","","","","",""
"1.5A","","2A","","2.5A","","1.5A","","2A","","2.5A","","1.5A","","2A","","2.5A","","1.0 A","","1.5 A","","2.0 A",""
"Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)","Tempo (min)","Temperatura (ºC)"
"4.27","24.5","4.27","29.75","4.27","36.5","4.27","29.25","4.27","35.75","4.27","44","4.27","23.75","4.27","31","4.27","34","201","25.46","201","32.05","201","37.7"
"4.28","24.5","4.28","29.75","4.28","36.5","4.28","29","4.28","36","4.28","43.75","4.28","23.75","4.28","31","4.28","34","201.5","25.45","201.5","32.06","201.5","37.7"
"4.29","24.5","4.29","29.75","4.29","36.75","4.29","29.25","4.29","36","4.29","43.75","4.29","23.75","4.29","31","4.29","34.5","202","25.35","202","32.13","202","37.74"
"4.3","24.5","4.3","29.75","4.3","36.75","4.3","29.25","4.3","36","4.3","44","4.3","23.75","4.3","31","4.3","34.25","202.5","25.41","202.5","32.05","202.5","37.77"
"4.31","24.5","4.31","29.75","4.31","36.75","4.31","29.25","4.31","36","4.31","44","4.31","23.75","4.31","31","4.31","34.5","203","25.41","203","32.12","203","37.81"
"4.32","24.5","4.32","29.75","4.32","36.75","4.32","29.25","4.32","36","4.32","44","4.32","23.75","4.32","31","4.32","34.5","203.5","25.41","203.5","32.14","203.5","37.83"
"4.33","24.5","4.33","29.75","4.33","37","4.33","29.25","4.33","36","4.33","44","4.33","23.75","4.33","31","4.33","34.5","204","25.35","204","32.16","204","37.86"
"4.34","24.5","4.34","30","4.34","37","4.34","29.25","4.34","36","4.34","44","4.34","23.75","4.34","31","4.34","34.5","204.5","25.41","204.5","32.16","204.5","37.9"
"4.35","24.5","4.35","30","4.35","37","4.35","29.25","4.35","36","4.35","44","4.35","23.75","4.35","31","4.35","34.5","205","25.49","205","32.24","205","37.92"
"4.36","24.5","4.36","30","4.36","37","4.36","29.25","4.36","36","4.36","44","4.36","23.75","4.36","31","4.36","34.5","205.5","25.39","205.5","32.2","205.5","37.85"
"4.37","24.5","4.37","30","4.37","37","4.37","29.25","4.37","36","4.37","44","4.37","23.75","4.37","31","4.37","34.5","206","25.49","206","32.2","206","37.88"
"4.39","24.5","4.39","30","4.39","37.25","4.39","29.25","4.39","36.25","4.39","44","4.39","23.75","4.39","31","4.39","34.5","206.5","25.49","206.5","32.24","206.5","37.96"
"4.4","24.5","4.4","30","4.4","37.25","4.4","29.25","4.4","36.25","4.4","44","4.4","24","4.4","31","4.4","34.5","207","25.43","207","32.19","207","38.02"
"4.41","24.5","4.41","30","4.41","37.25","4.41","29.25","4.41","36.25","4.41","44.25","4.41","23.75","4.41","31","4.41","34.75","207.5","25.48","207.5","32.27","207.5","38.04"
"4.42","24.5","4.42","30.25","4.42","37.5","4.42","29.5","4.42","36.25","4.42","44.25","4.42","23.75","4.42","31","4.42","34.5","208","25.48","208","32.29","208","38.02"
"4.43","24.5","4.43","30.25","4.43","37.5","4.43","29.25","4.43","36","4.43","44.25","4.43","23.75","4.43","31.25","4.43","34.75","208.5","25.46","208.5","32.27","208.5","38.13"
"4.44","24.5","4.44","30.25","4.44","37.5","4.44","29.25","4.44","36.25","4.44","44.25","4.44","23.75","4.44","31.25","4.44","34.75","209","25.5","209","32.27","209","38.08"
"4.45","24.75","4.45","30.25","4.45","37.5","4.45","29.25","4.45","36.25","4.45","44.25","4.45","24","4.45","31.25","4.45","34.75","209.5","25.43","209.5","32.27","209.5","38.1"
"4.46","24.5","4.46","30.25","4.46","37.5","4.46","29.5","4.46","36.25","4.46","44.25","4.46","24","4.46","31","4.46","34.75","210","25.59","210","32.34","210","38.14"
"4.47","24.75","4.47","30.25","4.47","37.75","4.47","29.25","4.47","36.25","4.47","44.5","4.47","23.75","4.47","31.25","4.47","34.75","210.5","25.5","210.5","32.32","210.5","38.16"
"4.48","24.75","4.48","30.25","4.48","37.75","4.48","29.5","4.48","36.5","4.48","44.5","4.48","24","4.48","31.25","4.48","34.75","211","25.44","211","32.3","211","38.15"
"4.49","24.75","4.49","30.25","4.49","37.75","4.49","29.5","4.49","36.5","4.49","44.5","4.49","23.75","4.49","31.25","4.49","34.75","211.5","25.5","211.5","32.34","211.5","38.17"
"4.5","24.75","4.5","30.25","4.5","37.75","4.5","29.5","4.5","36.5","4.5","44.5","4.5","23.75","4.5","31.25","4.5","34.75","212","25.52","212","32.36","212","38.19"
"4.51","24.75","4.51","30.5","4.51","37.75","4.51","29.25","4.51","36.5","4.51","44.5","4.51","24","4.51","31.25","4.51","34.75","212.5","25.5","212.5","32.45","212.5","38.34"
"4.52","24.75","4.52","30.5","4.52","38","4.52","29.5","4.52","36.5","4.52","44.5","4.52","24","4.52","31.25","4.52","34.75","213","25.52","213","32.36","213","38.26"
"4.53","24.75","4.53","30.5","4.53","38","4.53","29.5","4.53","36.5","4.53","44.5","4.53","24","4.53","31.25","4.53","34.75","213.5","25.57","213.5","32.47","213.5","38.28"
"4.54","24.75","4.54","30.5","4.54","38","4.54","29.5","4.54","36.5","4.54","44.5","4.54","24","4.54","31.25","4.54","34.75","214","25.6","214","32.45","214","38.3"
"4.56","24.75","4.56","30.5","4.56","38","4.56","29.5","4.56","36.5","4.56","44.75","4.56","24","4.56","31.25","4.56","34.75","214.5","25.59","214.5","32.4","214.5","38.26"
"4.57","24.75","4.57","30.5","4.57","38","4.57","29.5","4.57","36.5","4.57","44.75","4.57","24","4.57","31.25","4.57","34.75","215","25.61","215","32.45","215","38.36"
"4.58","24.75","4.58","30.5","4.58","38.25","4.58","29.5","4.58","36.5","4.58","44.75","4.58","24","4.58","31.5","4.58","34.75","215.5","25.56","215.5","32.41","215.5","38.41"
"4.59","24.75","4.59","30.5","4.59","38.25","4.59","29.5","4.59","36.5","4.59","44.75","4.59","24","4.59","31.25","4.59","34.75","216","25.66","216","32.48","216","38.36"
"4.6","24.75","4.6","30.5","4.6","38.25","4.6","29.5","4.6","36.75","4.6","44.75","4.6","24","4.6","31.25","4.6","34.75","216.5","25.59","216.5","32.53","216.5","38.44"
"4.61","25","4.61","30.5","4.61","38.25","4.61","29.5","4.61","36.75","4.61","44.75","4.61","24","4.61","31.25","4.61","35","217","25.55","217","32.49","217","38.44"
"4.62","25","4.62","30.75","4.62","38.25","4.62","29.5","4.62","36.75","4.62","44.75","4.62","24","4.62","31.25","4.62","34.5","217.5","25.56","217.5","32.52","217.5","38.47"
"4.63","24.75","4.63","30.5","4.63","38.5","4.63","29.5","4.63","36.75","4.63","45","4.63","24","4.63","31.25","4.63","35","218","25.59","218","32.52","218","38.54"
"4.64","24.75","4.64","30.75","4.64","38.5","4.64","29.5","4.64","36.75","4.64","45","4.64","24","4.64","31.25","4.64","35","218.5","25.64","218.5","32.5","218.5","38.47"
"4.65","25","4.65","30.75","4.65","38.5","4.65","29.75","4.65","36.75","4.65","45","4.65","24","4.65","31.25","4.65","35","219","25.64","219","32.52","219","38.55"
"4.66","25","4.66","30.75","4.66","38.5","4.66","29.75","4.66","36.75","4.66","45","4.66","24","4.66","31.5","4.66","35","219.5","25.61","219.5","32.53","219.5","38.56"
"4.67","25","4.67","30.75","4.67","38.5","4.67","29.75","4.67","36.75","4.67","45","4.67","24","4.67","31.5","4.67","35","220","25.74","220","32.54","220","38.53"
"4.68","24.75","4.68","30.75","4.68","38.75","4.68","29.75","4.68","37","4.68","45.25","4.68","24","4.68","31.5","4.68","35","220.5","25.62","220.5","32.58","220.5","38.53"
"4.69","25","4.69","31","4.69","38.75","4.69","29.75","4.69","37","4.69","45.25","4.69","24","4.69","31.5","4.69","35","221","25.66","221","32.61","221","38.63"
"4.7","25","4.7","31","4.7","38.75","4.7","29.25","4.7","37","4.7","45.25","4.7","24","4.7","31.5","4.7","35","221.5","25.71","221.5","32.6","221.5","38.59"
"4.71","25","4.71","31","4.71","38.75","4.71","29.75","4.71","37","4.71","45.25","4.71","24","4.71","31.75","4.71","34.75","222","25.69","222","32.63","222","38.67"
"4.73","25","4.73","31","4.73","39","4.73","29.75","4.73","37","4.73","45.25","4.73","24","4.73","31.75","4.73","35","222.5","25.71","222.5","32.6","222.5","38.7"
"4.74","25","4.74","31","4.74","39","4.74","29.75","4.74","37","4.74","45.25","4.74","24","4.74","31.5","4.74","35.25","223","25.66","223","32.65","223","38.7"
"4.75","25","4.75","31","4.75","39","4.75","29.75","4.75","37","4.75","45.25","4.75","24","4.75","31.5","4.75","35.25","223.5","25.68","223.5","32.65","223.5","38.69"
"4.76","25.25","4.76","31.25","4.76","39.25","4.76","29.75","4.76","37","4.76","45.25","4.76","24","4.76","31.75","4.76","35.25","224","25.74","224","32.61","224","38.72"
"4.77","25","4.77","31.25","4.77","39.25","4.77","29.5","4.77","37","4.77","45.25","4.77","24","4.77","31.75","4.77","35.25","224.5","25.73","224.5","32.68","224.5","38.82"
"4.78","25.25","4.78","31.25","4.78","39.25","4.78","29.75","4.78","37","4.78","45.25","4.78","24","4.78","31.75","4.78","35.25","225","25.74","225","32.7","225","38.77"
"4.79","25.25","4.79","31.25","4.79","39.25","4.79","29.75","4.79","37.25","4.79","45.25","4.79","24","4.79","31.75","4.79","35.25","225.5","25.73","225.5","32.72","225.5","38.8"
"4.8","25.25","4.8","31.25","4.8","39.25","4.8","29.75","4.8","37.25","4.8","45.5","4.8","24","4.8","31.75","4.8","35.25","226","25.66","226","32.63","226","38.84"
"4.81","25.25","4.81","31.25","4.81","39.25","4.81","29.75","4.81","37.25","4.81","45.5","4.81","24","4.81","31.75","4.81","35.25","226.5","25.77","226.5","32.7","226.5","38.76"
"4.82","25.25","4.82","31.25","4.82","39.25","4.82","29.75","4.82","37.25","4.82","45.5","4.82","24.25","4.82","31.75","4.82","35.25","227","25.69","227","32.74","227","38.89"
"4.83","25.25","4.83","31.25","4.83","39.5","4.83","30","4.83","37.25","4.83","45.5","4.83","24","4.83","31.75","4.83","35.25","227.5","25.74","227.5","32.73","227.5","38.92"
"4.84","25.25","4.84","31.25","4.84","39.5","4.84","29.75","4.84","37.25","4.84","45.5","4.84","24.25","4.84","31.75","4.84","35.25","228","25.74","228","32.74","228","38.87"
"4.85","25.25","4.85","31.5","4.85","39.5","4.85","30","4.85","37.25","4.85","45.5","4.85","24.25","4.85","31.75","4.85","35.5","228.5","25.8","228.5","32.74","228.5","38.95"
"4.86","25.25","4.86","31.5","4.86","39.5","4.86","29.75","4.86","37.25","4.86","45.5","4.86","24.25","4.86","31.75","4.86","35.5","229","25.73","229","32.81","229","38.95"
"4.87","25.25","4.87","31.5","4.87","39.5","4.87","30","4.87","37.25","4.87","45.5","4.87","24.25","4.87","31.75","4.87","35.5","229.5","25.81","229.5","32.8","229.5","38.98"
"4.89","25.25","4.89","31.5","4.89","39.75","4.89","29.75","4.89","37.5","4.89","45.75","4.89","24.25","4.89","31.75","4.89","35.5","230","25.8","230","32.85","230","39.06"
"4.9","25.25","4.9","31.5","4.9","39.75","4.9","30","4.9","37.5","4.9","45.75","4.9","24.25","4.9","31.75","4.9","35.5","230.5","25.8","230.5","32.84","230.5","39"
"4.91","25.5","4.91","31.5","4.91","39.75","4.91","29.75","4.91","37.5","4.91","45.75","4.91","24.25","4.91","31.75","4.91","35.5","231","25.81","231","32.85","231","39.03"
"4.92","25.5","4.92","31.5","4.92","39.75","4.92","29.75","4.92","37.5","4.92","45.75","4.92","24.25","4.92","31.75","4.92","35.5","231.5","25.83","231.5","32.85","231.5","39"
"4.93","25.5","4.93","31.5","4.93","39.75","4.93","29.75","4.93","37.5","4.93","45.75","4.93","24.25","4.93","31.75","4.93","35.5","232","25.77","232","32.88","232","39.03"
"4.94","25.5","4.94","31.75","4.94","40","4.94","29.75","4.94","37.5","4.94","45.75","4.94","24.25","4.94","31.75","4.94","35.75","232.5","25.75","232.5","32.88","232.5","38.98"
"4.95","25.5","4.95","31.75","4.95","40","4.95","29.5","4.95","37.5","4.95","45.75","4.95","24.25","4.95","31.75","4.95","35.5","233","25.83","233","32.85","233","39.13"
"4.96","25.5","4.96","31.75","4.96","40.25","4.96","30","4.96","37.5","4.96","46","4.96","24.25","4.96","31.75","4.96","35.75","233.5","25.91","233.5","32.88","233.5","39.1"
"4.97","25.5","4.97","31.75","4.97","40.25","4.97","30","4.97","37.75","4.97","46","4.97","24.25","4.97","31.75","4.97","35.75","234","25.83","234","32.88","234","39.1"
"4.98","25.75","4.98","31.75","4.98","40.25","4.98","30","4.98","37.5","4.98","46","4.98","24.25","4.98","31.75","4.98","35.75","234.5","25.75","234.5","32.88","234.5","39.12"
"4.99","25.5","4.99","31.75","4.99","40.25","4.99","30","4.99","37.75","4.99","46","4.99","24.25","4.99","31.75","4.99","35.75","235","25.85","235","32.91","235","39.16"
"5","25.5","5","31.75","5","40.25","5","30","5","37.75","5","46","5","24.25","5","31.75","5","35.75","235.5","25.79","235.5","32.94","235.5","39.16"
"5.01","25.5","5.01","31.75","5.01","40.25","5.01","30","5.01","37.75","5.01","46","5.01","24.25","5.01","31.75","5.01","35.75","236","25.77","236","32.88","236","39.17"
"5.02","25.5","5.02","32","5.02","40.5","5.02","30.25","5.02","37.75","5.02","46","5.02","24.25","5.02","32","5.02","35.75","236.5","25.86","236.5","33.02","236.5","39.17"
"5.03","25.5","5.03","32","5.03","40.5","5.03","30","5.03","37.75","5.03","46","5.03","24.25","5.03","32","5.03","35.75","237","25.81","237","32.97","237","39.23"
"5.04","25.75","5.04","32","5.04","40.5","5.04","30.25","5.04","37.75","5.04","46.25","5.04","24.25","5.04","32","5.04","35.75","237.5","25.79","237.5","33.02","237.5","39.2"
"5.06","25.75","5.06","32","5.06","40.75","5.06","30","5.06","37.75","5.06","46.25","5.06","24.25","5.06","32","5.06","35.75","238","25.86","238","32.96","238","39.22"
"5.07","25.75","5.07","32","5.07","40.75","5.07","30.25","5.07","37.75","5.07","46.25","5.07","24.25","5.07","32","5.07","36","238.5","25.85","238.5","32.99","238.5","39.3"
"5.08","25.75","5.08","32","5.08","40.75","5.08","30","5.08","37.75","5.08","46.25","5.08","24.25","5.08","32","5.08","35.75","239","25.88","239","32.99","239","39.34"
"5.09","25.75","5.09","32","5.09","40.75","5.09","29.75","5.09","38","5.09","46.25","5.09","24.25","5.09","32","5.09","36","239.5","25.86","239.5","32.98","239.5","39.33"
"5.1","25.75","5.1","32.25","5.1","40.75","5.1","29.75","5.1","38","5.1","46.25","5.1","24.25","5.1","32","5.1","36","240","25.99","240","33.04","240","39.34"
"5.11","25.75","5.11","32.25","5.11","40.75","5.11","30","5.11","38","5.11","46.25","5.11","24.5","5.11","32","5.11","36","240.5","25.9","240.5","33.01","240.5","39.41"
"5.12","25.75","5.12","32.25","5.12","41","5.12","30","5.12","38","5.12","46.5","5.12","24.25","5.12","32","5.12","36","241","25.9","241","32.99","241","39.45"
"5.13","25.75","5.13","32.25","5.13","41","5.13","29.25","5.13","38","5.13","46.5","5.13","24.25","5.13","32","5.13","36","241.5","25.83","241.5","33.01","241.5","39.42"
"5.14","25.75","5.14","32.25","5.14","41","5.14","30","5.14","38","5.14","46.5","5.14","24.25","5.14","32","5.14","36","242","25.94","242","33.12","242","39.44"
"5.15","25.75","5.15","32.25","5.15","41","5.15","30","5.15","38","5.15","46.5","5.15","24.25","5.15","32","5.15","36","242.5","25.86","242.5","33.07","242.5","39.39"
"5.16","25.75","5.16","32.25","5.16","41","5.16","30.25","5.16","38","5.16","46.5","5.16","24.25","5.16","32","5.16","36","243","25.91","243","33.08","243","39.51"
"5.17","26","5.17","32.25","5.17","41.25","5.17","30","5.17","38","5.17","46.5","5.17","24.25","5.17","32.25","5.17","36","243.5","25.9","243.5","33.13","243.5","39.42"
"5.18","26","5.18","32.25","5.18","41.25","5.18","30.25","5.18","38","5.18","46.5","5.18","24.25","5.18","32","5.18","36","244","25.88","244","33.13","244","39.46"
"5.19","26","5.19","32.5","5.19","41.25","5.19","30.25","5.19","37.75","5.19","46.5","5.19","24.25","5.19","32.25","5.19","36","244.5","25.86","244.5","33.13","244.5","39.48"
"5.2","25.75","5.2","32.5","5.2","41.5","5.2","30.25","5.2","38.25","5.2","46.5","5.2","24.25","5.2","32.25","5.2","36","245","25.95","245","33.13","245","39.5"
"5.21","25.75","5.21","32.25","5.21","41.25","5.21","30","5.21","38","5.21","46.75","5.21","24.25","5.21","32.25","5.21","36.25","245.5","25.94","245.5","33.13","245.5","39.55"
"5.23","26","5.23","32.5","5.23","41.5","5.23","30.25","5.23","38.25","5.23","46.75","5.23","24.5","5.23","32.25","5.23","36.25","246","25.97","246","33.13","246","39.62"
"5.24","26","5.24","32.5","5.24","41.5","5.24","29.75","5.24","38","5.24","46.75","5.24","24.5","5.24","32.25","5.24","36.25","246.5","26.02","246.5","33.19","246.5","39.66"
"5.25","26","5.25","32.5","5.25","41.5","5.25","30.25","5.25","38.25","5.25","46.75","5.25","24.5","5.25","32.25","5.25","36.25","247","26.02","247","33.21","247","39.63"
"5.26","26","5.26","32.5","5.26","41.75","5.26","30.5","5.26","38.25","5.26","46.75","5.26","24.5","5.26","32.25","5.26","36.25","247.5","25.88","247.5","33.21","247.5","39.68"
"5.27","26","5.27","32.5","5.27","41.75","5.27","30.5","5.27","38.25","5.27","46.75","5.27","24.5","5.27","32.25","5.27","36.25","248","25.94","248","33.25","248","39.64"
"5.28","26","5.28","32.5","5.28","41.75","5.28","30.5","5.28","38.25","5.28","46.75","5.28","24.25","5.28","32.25","5.28","36.25","248.5","25.97","248.5","33.23","248.5","39.66"
"5.29","26","5.29","32.75","5.29","41.75","5.29","30.5","5.29","38.5","5.29","47","5.29","24.25","5.29","32.25","5.29","36.25","249","25.9","249","33.23","249","39.7"
"5.3","26","5.3","32.75","5.3","41.75","5.3","30.75","5.3","38.5","5.3","47","5.3","24.25","5.3","32.25","5.3","36","249.5","25.97","249.5","33.21","249.5","39.69"
"5.31","26","5.31","32.75","5.31","42","5.31","30.75","5.31","38.5","5.31","47","5.31","24.5","5.31","32.25","5.31","36.25","250","25.99","250","33.26","250","39.73"
"5.32","26","5.32","32.75","5.32","41.75","5.32","30.75","5.32","38.5","5.32","47","5.32","24.5","5.32","32.25","5.32","36.25","250.5","26.02","250.5","33.32","250.5","39.8"
"5.33","26.25","5.33","32.75","5.33","42","5.33","30.75","5.33","38.5","5.33","47","5.33","24.5","5.33","32.25","5.33","36.25","251","25.99","251","33.28","251","39.82"
"5.34","26","5.34","32.75","5.34","42","5.34","30.75","5.34","38.5","5.34","47","5.34","24.5","5.34","32.25","5.34","36.25","251.5","25.97","251.5","33.3","251.5","39.82"
"5.35","26.25","5.35","32.75","5.35","42.25","5.35","30.75","5.35","38.5","5.35","47","5.35","24.25","5.35","32.25","5.35","36.25","252","25.98","252","33.3","252","39.88"
"5.36","26.25","5.36","32.75","5.36","42.25","5.36","30.75","5.36","38.5","5.36","47","5.36","24.5","5.36","32.25","5.36","36.25","252.5","26.01","252.5","33.33","252.5","39.82"
"5.37","26.25","5.37","32.75","5.37","42.25","5.37","30.75","5.37","38.5","5.37","47","5.37","24.5","5.37","32.5","5.37","36.5","253","26.09","253","33.32","253","39.92"
"5.39","26.25","5.39","32.75","5.39","42.25","5.39","30.75","5.39","38.75","5.39","47","5.39","24.5","5.39","32.5","5.39","36.5","253.5","26.03","253.5","33.37","253.5","39.87"
"5.4","26.25","5.4","33","5.4","42.5","5.4","30.75","5.4","38.5","5.4","47","5.4","24.5","5.4","32.25","5.4","36.5","254","26.05","254","33.33","254","39.97"
"5.41","26.25","5.41","33","5.41","42.5","5.41","30.75","5.41","38.75","5.41","47","5.41","24.5","5.41","32.5","5.41","36.5","254.5","26.05","254.5","33.38","254.5","39.92"
"5.42","26.25","5.42","33","5.42","42.5","5.42","30.75","5.42","38.75","5.42","47.25","5.42","24.5","5.42","32.5","5.42","36.5","255","26.02","255","33.3","255","39.97"
"5.43","26.25","5.43","33","5.43","42.5","5.43","30.75","5.43","38.75","5.43","47.25","5.43","24.5","5.43","32.5","5.43","36.5","255.5","26.02","255.5","33.38","255.5","40.01"
"5.44","26.25","5.44","33","5.44","42.5","5.44","30.75","5.44","38.75","5.44","47.25","5.44","24.5","5.44","32.5","5.44","36.75","256","26.01","256","33.39","256","39.98"
"5.45","26.25","5.45","33","5.45","42.5","5.45","30.75","5.45","38.75","5.45","47.25","5.45","24.5","5.45","32.5","5.45","36.5","256.5","26.09","256.5","33.34","256.5","40.05"
"5.46","26.25","5.46","33","5.46","42.75","5.46","30.75","5.46","38.75","5.46","47.25","5.46","24.5","5.46","32.5","5.46","36.5","257","26.1","257","33.44","257","40.02"
"5.47","26.25","5.47","33","5.47","42.75","5.47","30.75","5.47","38.75","5.47","47.25","5.47","24.5","5.47","32.5","5.47","36.75","257.5","26.09","257.5","33.41","257.5","40.03"
"5.48","26.25","5.48","33.25","5.48","42.75","5.48","30.75","5.48","38.75","5.48","47.25","5.48","24.5","5.48","32.5","5.48","36.75","258","26.05","258","33.44","258","40.05"
"5.49","26.25","5.49","33.25","5.49","42.75","5.49","30.75","5.49","38.75","5.49","47.5","5.49","24.5","5.49","32.5","5.49","36.75","258.5","26.12","258.5","33.46","258.5","40.13"
"5.5","26.25","5.5","33.25","5.5","43","5.5","30.75","5.5","38.75","5.5","47.25","5.5","24.5","5.5","32.5","5.5","36.75","259","26.14","259","33.39","259","40.09"
"5.51","26.5","5.51","33.25","5.51","43","5.51","30.75","5.51","39","5.51","47.5","5.51","24.5","5.51","32.5","5.51","36.75","259.5","26.1","259.5","33.45","259.5","40.2"
"5.52","26.5","5.52","33.25","5.52","43","5.52","30.75","5.52","39","5.52","47.5","5.52","24.5","5.52","32.5","5.52","36.75","260","26.12","260","33.48","260","40.23"
"5.53","26.5","5.53","33.25","5.53","43","5.53","30.75","5.53","39","5.53","47.5","5.53","24.5","5.53","32.5","5.53","36.75","260.5","26.08","260.5","33.4","260.5","40.23"
"5.54","26.5","5.54","33.25","5.54","43.25","5.54","31","5.54","39","5.54","47.75","5.54","24.5","5.54","32.5","5.54","36.75","261","26.12","261","33.51","261","40.27"
"5.56","26.5","5.56","33.25","5.56","43.25","5.56","30.75","5.56","39","5.56","47.5","5.56","24.5","5.56","32.5","5.56","36.75","261.5","26.14","261.5","33.48","261.5","40.27"
"5.57","26.5","5.57","33.25","5.57","43.25","5.57","31","5.57","39","5.57","47.75","5.57","24.5","5.57","32.75","5.57","36.75","262","26.16","262","33.55","262","40.27"
"5.58","26.5","5.58","33.5","5.58","43.25","5.58","31","5.58","39","5.58","47.75","5.58","24.5","5.58","32.5","5.58","36.75","262.5","26.27","262.5","33.53","262.5","40.27"
"5.59","26.5","5.59","33.5","5.59","43.25","5.59","31","5.59","39","5.59","47.75","5.59","24.5","5.59","32.5","5.59","37","263","26.12","263","33.5","263","40.3"
"5.6","26.5","5.6","33.5","5.6","43.5","5.6","31","5.6","39","5.6","47.75","5.6","24.5","5.6","32.5","5.6","37","263.5","26.16","263.5","33.59","263.5","40.3"
"5.61","26.5","5.61","33.5","5.61","43.5","5.61","31","5.61","39","5.61","47.75","5.61","24.5","5.61","32.5","5.61","37","264","26.19","264","33.53","264","40.37"
"5.62","26.5","5.62","33.5","5.62","43.5","5.62","31","5.62","39.25","5.62","47.75","5.62","24.5","5.62","32.75","5.62","37","264.5","26.12","264.5","33.57","264.5","40.38"
"5.63","26.75","5.63","33.5","5.63","43.5","5.63","31","5.63","39.25","5.63","47.75","5.63","24.5","5.63","32.5","5.63","37","265","26.19","265","33.57","265","40.41"
"5.64","26.75","5.64","33.5","5.64","43.75","5.64","31","5.64","39.25","5.64","47.75","5.64","24.75","5.64","32.75","5.64","37","265.5","26.16","265.5","33.55","265.5","40.38"
"5.65","26.75","5.65","33.5","5.65","43.75","5.65","31","5.65","39.25","5.65","48","5.65","24.75","5.65","32.75","5.65","37","266","26.21","266","33.62","266","40.41"
"5.66","26.75","5.66","33.5","5.66","43.75","5.66","31","5.66","39.25","5.66","48","5.66","24.75","5.66","32.75","5.66","37","266.5","26.16","266.5","33.68","266.5","40.48"
"5.67","26.75","5.67","33.5","5.67","43.75","5.67","31","5.67","39.25","5.67","48","5.67","24.5","5.67","32.75","5.67","37","267","26.21","267","33.62","267","40.5"
"5.68","26.75","5.68","33.75","5.68","43.75","5.68","31","5.68","38.5","5.68","48","5.68","24.75","5.68","32.75","5.68","37","267.5","26.23","267.5","33.69","267.5","40.41"
"5.69","26.75","5.69","33.75","5.69","43.75","5.69","31","5.69","39.25","5.69","48","5.69","24.75","5.69","32.75","5.69","37","268","26.21","268","33.63","268","40.51"
"5.7","26.75","5.7","33.75","5.7","44","5.7","31.25","5.7","39.25","5.7","48","5.7","24.75","5.7","32.75","5.7","37","268.5","26.23","268.5","33.64","268.5","40.52"
"5.71","26.75","5.72","33.75","5.71","44","5.71","31","5.72","39.25","5.71","48","5.71","24.75","5.71","32.75","5.71","37","269","26.27","269","33.66","269","40.52"
"5.73","26.75","5.73","33.75","5.73","44","5.73","31","5.73","39.5","5.73","48","5.73","24.75","5.73","32.75","5.73","37.25","269.5","26.27","269.5","33.71","269.5","40.61"
"5.74","26.75","5.74","33.75","5.74","44","5.74","31.25","5.74","39.25","5.74","48","5.74","24.75","5.74","32.75","5.74","37.25","270","26.19","270","33.64","270","40.62"
"5.75","26.75","5.75","33.75","5.75","44","5.75","31","5.75","39.5","5.75","48.25","5.75","24.75","5.75","32.75","5.75","37.25","270.5","26.18","270.5","33.66","270.5","40.66"
"5.76","27","5.76","33.75","5.76","44.25","5.76","31.25","5.76","39.5","5.76","48","5.76","24.75","5.76","32.75","5.76","37.25","271","26.2","271","33.71","271","40.67"
"5.77","26.75","5.77","34","5.77","44","5.77","31.25","5.77","39.5","5.77","48.25","5.77","24.75","5.77","32.75","5.77","37.25","271.5","26.32","271.5","33.69","271.5","40.67"
"5.78","27","5.78","34","5.78","44.25","5.78","31.25","5.78","39.5","5.78","48","5.78","24.75","5.78","32.75","5.78","37.25","272","26.27","272","33.66","272","40.66"
"5.79","27","5.79","34","5.79","44.25","5.79","31.25","5.79","39.5","5.79","48.25","5.79","24.75","5.79","32.75","5.79","37.25","272.5","26.3","272.5","33.75","272.5","40.66"
"5.8","27","5.8","34","5.8","44.25","5.8","31.25","5.8","39.5","5.8","48.25","5.8","24.75","5.8","32.75","5.8","37.25","273","26.2","273","33.73","273","40.71"
"5.81","27","5.81","34","5.81","44.5","5.81","31.25","5.81","39.75","5.81","48.25","5.81","24.75","5.81","32.75","5.81","37.25","273.5","26.23","273.5","33.71","273.5","40.71"
"5.82","27","5.82","34","5.82","44.5","5.82","31.25","5.82","39.75","5.82","48.25","5.82","25","5.82","32.75","5.82","37.5","274","26.2","274","33.8","274","40.77"
"5.83","27","5.83","34","5.83","44.5","5.83","31.25","5.83","39.75","5.83","48.5","5.83","24.75","5.83","32.75","5.83","37.5","274.5","26.27","274.5","33.79","274.5","40.73"
"5.84","27","5.84","34.25","5.84","44.5","5.84","31.25","5.84","39.75","5.84","48.25","5.84","25","5.84","33","5.84","37.5","275","26.3","275","33.8","275","40.8"
"5.85","27","5.85","34.25","5.85","44.5","5.85","31.25","5.85","39.75","5.85","47","5.85","25","5.85","33","5.85","37.5","275.5","26.21","275.5","33.8","275.5","40.8"
