1	1.6478	1	2.49807
2	1.645	2	2.44826
3	1.6423	3	2.39874
4	1.639	4	2.34883
5	1.6351	5	2.29826
6	1.6311	6	2.24852
7	1.6267	7	2.19874
8	1.6223	8	2.148
9	1.6175	9	2.09877
10	1.6131	10	2.04849
11	1.6082	11	1.99974
12	1.6028	12	1.94872
13	1.5969	13	1.89861
14	1.5907	14	1.8486
15	1.5842	15	1.79883
16	1.5773	16	1.74814
17	1.5703	17	1.69851
18	1.5627	18	1.64876
19	1.5546	19	1.5989
20	1.5458	20	1.54843
21	1.5367	21	1.49831
22	1.5271	22	1.44896
23	1.5169	23	1.39829
24	1.5063	24	1.34826
25	1.4955	25	1.29893
26	1.4837	26	1.2489
27	1.471	27	1.19805
28	1.4573	28	1.14829
29	1.4427	29	1.09823
30	1.4269	30	1.04944
31	1.4098	31	0.998255
32	1.3916	32	0.948361
33	1.3724	33	0.898946
34	1.3515	34	0.849114
35	1.3284	35	0.797745
36	1.3038	36	0.74903
37	1.2757	37	0.698603
38	1.2445	38	0.647329
39	1.2114	39	0.598534
40	1.1747	40	0.548478
41	1.1339	41	0.499046
42	1.088	42	0.44875
43	1.0366	43	0.398737
44	0.9802	44	0.349085
45	0.9166	45	0.29863
46	0.8456	46	0.248202
47	0.7688	47	0.198604
48	0.6823	48	0.148529
49	0.5866	49	0.099345
50	0.4681	50	0.048712
51	0.3051	51	4.1008E-5
52	0.3052	52	-3.43E-4
53	0.3052	53	-3.55E-4
54	0.3051	54	-2.93E-4
55	0.3052	55	-3.59E-4
56	-0.0013	56	-0.049263
57	-0.1754	57	-0.099989
58	-0.2883	58	-0.148738
59	-0.3827	59	-0.199441
60	-0.4637	60	-0.248586
61	-0.5375	61	-0.299467
62	-0.6034	62	-0.349721
63	-0.6622	63	-0.398862
64	-0.7166	64	-0.44939
65	-0.7654	65	-0.499089
66	-0.809	66	-0.549133
67	-0.8486	67	-0.598665
68	-0.8839	68	-0.647705
69	-0.9173	69	-0.699269
70	-0.947	70	-0.749092
71	-0.9737	71	-0.798167
72	-0.9989	72	-0.8496
73	-1.0217	73	-0.899233
74	-1.0432	74	-0.94887
75	-1.063	75	-0.99889
76	-1.0814	76	-1.04992
77	-1.0979	77	-1.09868
78	-1.1138	78	-1.14874
79	-1.1286	79	-1.19855
80	-1.1428	80	-1.24941
81	-1.1558	81	-1.29912
82	-1.1681	82	-1.34879
83	-1.1795	83	-1.39879
84	-1.1905	84	-1.4496
85	-1.2009	85	-1.49921
86	-1.2109	86	-1.54902
87	-1.22	87	-1.59945
88	-1.2287	88	-1.64906
89	-1.2371	89	-1.69923
90	-1.245	90	-1.74826
91	-1.2528	91	-1.79917
92	-1.2597	92	-1.84957
93	-1.2662	93	-1.89885
94	-1.2723	94	-1.9492
95	-1.2784	95	-1.99988
96	-1.2836	96	-2.0488
97	-1.2888	97	-2.09898
98	-1.294	98	-2.14847
99	-1.2992	99	-2.19889
100	-1.3038	100	-2.24901
